42110,11/15/2020 19:33,android,B001338,F22,I1394,LinkedIn
305,11/15/2020 0:04,android,B004608,G7493,B04882,GOOGLE
41010,11/15/2020 19:15,android,B021408,G9593,E592,facebook
31184,11/15/2020 15:40,android,B021446,D8800,F4142,linkedin
13626,11/15/2020 9:02,android,B025472,E1248,B0726,Youtube
39909,11/15/2020 18:53,android,B026086,B7292,E9025,GOOGLE
45233,11/15/2020 20:28,android,B02695,I923,B13763,Youtube
354,11/15/2020 0:04,android,B029015,C5958,G9585,google
5729,11/15/2020 2:28,android,B029757,B5176,B06866,GOOGLE
13166,11/15/2020 8:52,android,B030069,C3145,B3410,GOOGLE
4777,11/15/2020 1:39,android,B034935,H7423,D2475,YOUTUBE
40105,11/15/2020 18:57,android,B035585,F1570,C7698,youtube
27733,11/15/2020 14:20,android,B036059,E4662,I8013,linkedin
32342,11/15/2020 16:02,android,B05478,D2203,B24462,youtube
20464,11/15/2020 11:14,android,B062380,C4400,F4546,youtube
44724,11/15/2020 20:19,android,B067169,G3814,J3947,LinkedIn
32282,11/15/2020 16:01,android,B076830,D8392,C1118,LinkedIn
45729,11/15/2020 20:37,android,B079565,G8367,H2120,facebook
35010,11/15/2020 17:07,android,B088161,B9607,J0677,FACEBOOK
46145,11/15/2020 20:43,android,B15741,H3851,D1935,GOOGLE
27599,11/15/2020 14:16,android,B15804,D5602,E6627,YOUTUBE
22884,11/15/2020 12:08,android,B17414,E4892,E6142,LinkedIn
42927,11/15/2020 19:45,android,B18060,H5421,B13763,Google
46809,11/15/2020 20:53,android,B2199,H2857,G6988,facebook
10658,11/15/2020 7:48,android,B22210,I6304,J9981,YOUTUBE
8804,11/15/2020 6:44,android,B24392,I1468,I4571,YOUTUBE
15763,11/15/2020 9:43,android,B26163,H4741,C1118,youtube
19523,11/15/2020 10:55,android,B27918,E2587,D500,linkedin
1320,11/15/2020 0:20,android,B32549,D8187,B04790,Youtube
5292,11/15/2020 2:01,android,B43811,J1254,B24286,Youtube
38333,11/15/2020 18:19,android,B45569,F93,H1406,YOUTUBE
14344,11/15/2020 9:15,android,B48081,H3198,B0379,FACEBOOK
26575,11/15/2020 13:50,android,B48866,B4403,G4193,Youtube
38642,11/15/2020 18:25,android,B56,D2704,F3248,YOUTUBE
17119,11/15/2020 10:07,android,B58955,J0222,B3581,YOUTUBE
19842,11/15/2020 11:01,android,B61844,J0517,B10374,FACEBOOK
37407,11/15/2020 18:03,android,B71575,E4438,H5828,Google
24253,11/15/2020 12:47,android,B77896,D5800,E2009,FACEBOOK
13582,11/15/2020 9:01,android,B81084,B0049,B13763,youtube
5777,11/15/2020 2:31,android,B89056,G9326,B00232,FACEBOOK
43801,11/15/2020 20:00,android,B9822,C6652,H9447,google
30887,11/15/2020 15:35,android,B98592,I79,J6914,youtube
11983,11/15/2020 8:24,android,B98683,J0206,I9577,Youtube
15314,11/15/2020 9:34,android,B99370,E9931,C5346,google
322,11/15/2020 0:04,android,C0069,D8132,D8074,linkedin
32451,11/15/2020 16:05,android,C03610,C2374,D2475,google
41423,11/15/2020 19:22,android,C08148,C8450,H1406,Google
5220,11/15/2020 1:59,android,C24425,D3394,F4594,LinkedIn
21671,11/15/2020 11:42,android,C28063,F7082,B0379,FACEBOOK
14203,11/15/2020 9:12,android,C29285,C8548,C7894,YOUTUBE
36411,11/15/2020 17:40,android,C48329,I5657,G4753,facebook
30267,11/15/2020 15:21,android,C48562,E4422,C7527,Youtube
38412,11/15/2020 18:21,android,C52278,D064,H1406,Google
35513,11/15/2020 17:19,android,C56192,H5516,B15304,facebook
22871,11/15/2020 12:08,android,C56916,J0973,H3972,Youtube
44801,11/15/2020 20:20,android,C65090,F1385,B13763,google
23688,11/15/2020 12:30,android,C77260,H7694,I6287,linkedin
34504,11/15/2020 16:55,android,C80856,H8562,C8034,LinkedIn
26482,11/15/2020 13:47,android,C85062,I0499,E6627,linkedin
27883,11/15/2020 14:23,android,C9683,H7478,E2490,Youtube
22616,11/15/2020 12:02,android,C99328,B3568,E035,Google
10550,11/15/2020 7:45,android,D05295,B3985,J5249,YOUTUBE
38345,11/15/2020 18:19,android,D13224,D6795,B13763,Youtube
6885,11/15/2020 4:15,android,D21072,F4915,B4546,google
10402,11/15/2020 7:39,android,D21200,G633,E1171,FACEBOOK
450,11/15/2020 0:06,android,D29536,B7989,H9328,Youtube
2654,11/15/2020 0:41,android,D44597,E4512,I3050,YOUTUBE
23402,11/15/2020 12:22,android,D61766,F1112,G0583,LinkedIn
23808,11/15/2020 12:33,android,D65690,G0478,B29279,facebook
31963,11/15/2020 15:55,android,D6943,F2417,F821,google
38617,11/15/2020 18:24,android,D74967,C3226,B06866,FACEBOOK
288,11/15/2020 0:03,android,D76654,I8235,J0352,FACEBOOK
45593,11/15/2020 20:34,android,D77081,B4036,H0161,google
45583,11/15/2020 20:34,android,D77081,B4036,J8075,google
44303,11/15/2020 20:10,android,D83471,C7615,B4633,Google
3671,11/15/2020 1:06,android,D83647,E5006,J9554,google
25510,11/15/2020 13:23,android,D8812,D0657,B27900,linkedin
43099,11/15/2020 19:48,android,D90608,H8480,B13763,LinkedIn
5850,11/15/2020 2:35,android,D91842,I1338,B22891,YOUTUBE
19478,11/15/2020 10:54,android,D95045,G4334,I9373,facebook
3655,11/15/2020 1:05,android,D99994,C8605,C5595,linkedin
49591,11/15/2020 21:33,android,E18739,C7990,I7438,facebook
8928,11/15/2020 6:50,android,E23007,G892,J2019,Google
5717,11/15/2020 2:27,android,E24469,G7550,B0379,youtube
10847,11/15/2020 7:54,android,E25240,D3037,D4482,youtube
22520,11/15/2020 12:00,android,E25464,I1936,G4420,youtube
38442,11/15/2020 18:21,android,E29062,C047,B23325,Youtube
43566,11/15/2020 19:56,android,E31715,F0856,E2009,Youtube
11760,11/15/2020 8:17,android,E40403,B9755,E7208,facebook
12987,11/15/2020 8:47,android,E46161,G7236,E2302,linkedin
31751,11/15/2020 15:51,android,E46860,D5855,B03791,FACEBOOK
32061,11/15/2020 15:57,android,E53955,G0573,C7792,YOUTUBE
26365,11/15/2020 13:45,android,E72293,I8013,E5613,YOUTUBE
46381,11/15/2020 20:47,android,E77307,G8940,D835,YOUTUBE
49452,11/15/2020 21:30,android,E78819,B4510,I0038,LinkedIn
3972,11/15/2020 1:14,android,E80981,F1936,F9365,GOOGLE
11482,11/15/2020 8:10,android,E86896,D8187,B9282,YOUTUBE
8329,11/15/2020 6:24,android,E94574,D9146,I2476,LinkedIn
20806,11/15/2020 11:22,android,E95489,E646,F6922,Google
36372,11/15/2020 17:39,android,E97842,J644,C7792,LinkedIn
28883,11/15/2020 14:50,android,F060,C8928,C5346,google
23980,11/15/2020 12:38,android,F1589,F4888,B02843,FACEBOOK
15084,11/15/2020 9:30,android,F35123,H1913,B08070,LinkedIn
13129,11/15/2020 8:51,android,F42483,E1375,B08072,google
25804,11/15/2020 13:31,android,F49475,G3549,J9554,facebook
30021,11/15/2020 15:15,android,F52823,J904,F0045,YOUTUBE
43936,11/15/2020 20:03,android,F53709,H8382,B27467,LinkedIn
41445,11/15/2020 19:22,android,F65304,F4985,D031,youtube
31918,11/15/2020 15:54,android,F74500,B1617,B03394,GOOGLE
3855,11/15/2020 1:11,android,F7468,G5192,G7479,facebook
17120,11/15/2020 10:07,android,F79667,C2908,J7618,facebook
42622,11/15/2020 19:40,android,F81272,F2957,E2009,linkedin
40888,11/15/2020 19:12,android,F83158,E6192,B01580,FACEBOOK
37644,11/15/2020 18:07,android,F85036,H0290,G6483,google
36035,11/15/2020 17:31,android,F87507,E2616,B06200,FACEBOOK
41630,11/15/2020 19:25,android,F9191,D6741,B13763,Youtube
37461,11/15/2020 18:04,android,F91927,D8633,G7467,facebook
26596,11/15/2020 13:50,android,G04293,C2657,B30934,Google
3801,11/15/2020 1:09,android,G05250,D1148,B15709,FACEBOOK
42613,11/15/2020 19:40,android,G05324,D4914,B13763,GOOGLE
35906,11/15/2020 17:28,android,G0560,J0174,E1184,linkedin
17564,11/15/2020 10:14,android,G07562,D3032,B06200,FACEBOOK
36234,11/15/2020 17:36,android,G12788,H029,C7894,LinkedIn
23606,11/15/2020 12:28,android,G25141,D8499,E7452,YOUTUBE
31141,11/15/2020 15:39,android,G27103,I2757,H0625,linkedin
27669,11/15/2020 14:18,android,G28949,H1423,B15627,linkedin
13531,11/15/2020 9:00,android,G31765,F9579,D4079,FACEBOOK
5953,11/15/2020 2:42,android,G38516,H0567,B8736,LinkedIn
38095,11/15/2020 18:14,android,G41536,H5264,D5963,linkedin
13193,11/15/2020 8:52,android,G46284,D0667,F8940,GOOGLE
49801,11/15/2020 21:36,android,G55455,H0310,J8567,google
31098,11/15/2020 15:39,android,G55697,F9298,H496,LinkedIn
16763,11/15/2020 10:02,android,G57414,C9096,E5687,Youtube
45247,11/15/2020 20:28,android,G62833,F0381,G8318,FACEBOOK
14870,11/15/2020 9:25,android,G62876,F4897,B26564,FACEBOOK
19195,11/15/2020 10:46,android,G63443,B8140,B04741,linkedin
8109,11/15/2020 6:13,android,G70854,H3696,B7268,LinkedIn
47811,11/15/2020 21:06,android,G8264,F3219,I8587,Google
24989,11/15/2020 13:07,android,G8995,E605,F9257,facebook
36278,11/15/2020 17:37,android,G97126,D6728,F3037,Youtube
17012,11/15/2020 10:06,android,G97652,D739,I541,FACEBOOK
3883,11/15/2020 1:11,android,H06384,F6040,G0492,GOOGLE
29222,11/15/2020 14:56,android,H13795,C7563,G131,facebook
25433,11/15/2020 13:21,android,H15182,B4593,E9159,Google
5048,11/15/2020 1:52,android,H15701,C8112,D4482,Google
23057,11/15/2020 12:13,android,H40987,G743,H3972,YOUTUBE
43126,11/15/2020 19:48,android,H41260,F9016,B13763,facebook
24112,11/15/2020 12:43,android,H42191,F745,B13523,GOOGLE
41033,11/15/2020 19:15,android,H47823,B0908,B13763,Google
21910,11/15/2020 11:47,android,H54377,D4837,G8444,Google
3101,11/15/2020 0:52,android,H57955,G7189,D5793,google
24225,11/15/2020 12:46,android,H58765,I1381,B10662,Youtube
27776,11/15/2020 14:21,android,H59278,G8640,I4704,YOUTUBE
34586,11/15/2020 16:57,android,H59387,D9810,F7465,Google
39693,11/15/2020 18:47,android,H5945,G8055,I4704,GOOGLE
34812,11/15/2020 17:02,android,H60112,F4923,C4836,Youtube
33994,11/15/2020 16:42,android,H62520,G6022,F9086,Google
32771,11/15/2020 16:12,android,H63993,C7617,D9625,GOOGLE
10974,11/15/2020 7:57,android,H6612,I5784,B10871,linkedin
35974,11/15/2020 17:30,android,H82886,G7689,H1,Google
24100,11/15/2020 12:42,android,H9454,B5766,B26843,facebook
40768,11/15/2020 19:10,android,H94969,G9075,J3600,GOOGLE
12614,11/15/2020 8:39,android,I03518,F4762,B17580,YOUTUBE
45802,11/15/2020 20:38,android,I08450,D9189,B13763,linkedin
12319,11/15/2020 8:32,android,I1761,B2712,C1137,youtube
20011,11/15/2020 11:05,android,I57427,G2229,B22130,google
28518,11/15/2020 14:41,android,I57932,F6745,C5162,youtube
1117,11/15/2020 0:17,android,I5851,B4249,B02416,LinkedIn
49600,11/15/2020 21:33,android,I60144,D0941,B13763,linkedin
47750,11/15/2020 21:05,android,I61043,C7249,G5275,Google
39171,11/15/2020 18:37,android,I61781,F5785,H924,LinkedIn
49218,11/15/2020 21:26,android,I65391,B9409,B0726,facebook
15627,11/15/2020 9:41,android,I68774,F1172,E3083,google
533,11/15/2020 0:07,android,I71543,H0216,B00122,Google
3788,11/15/2020 1:09,android,I73862,F3170,H1406,Google
35429,11/15/2020 17:17,android,I79710,F5565,B0726,Google
26978,11/15/2020 14:00,android,I82058,C5907,B6627,YOUTUBE
43433,11/15/2020 19:53,android,I88669,C6006,E5690,facebook
38505,11/15/2020 18:22,android,I91507,I7422,G3836,linkedin
19105,11/15/2020 10:45,android,J01755,C3021,E5876,youtube
34972,11/15/2020 17:07,android,J07929,E2290,B09453,YOUTUBE
44084,11/15/2020 20:06,android,J20775,C7373,B6627,YOUTUBE
13727,11/15/2020 9:04,android,J23470,H7448,B03394,GOOGLE
17832,11/15/2020 10:19,android,J27384,H6568,E6127,linkedin
21326,11/15/2020 11:34,android,J28897,C2013,B0726,GOOGLE
23483,11/15/2020 12:25,android,J35196,H8773,E3978,YOUTUBE
44080,11/15/2020 20:05,android,J35799,D1547,B24683,youtube
33402,11/15/2020 16:29,android,J36095,F4155,D1321,Youtube
6188,11/15/2020 3:04,android,J4671,F1509,B22535,facebook
25765,11/15/2020 13:30,android,J59766,I7479,B23097,Google
30027,11/15/2020 15:15,android,J61096,C8388,C2064,youtube
42001,11/15/2020 19:32,android,J61748,G5479,B8525,Google
40777,11/15/2020 19:10,android,J61748,G5479,D7011,YOUTUBE
46061,11/15/2020 20:42,android,J7023,E2160,B26161,Google
19012,11/15/2020 10:43,android,J76245,F1570,B8909,Youtube
30893,11/15/2020 15:35,android,J76904,E9505,I6849,YOUTUBE
49879,11/15/2020 21:37,android,J8322,I8546,B32278,GOOGLE
1940,11/15/2020 0:29,android,J85515,H0269,I5997,facebook
45604,11/15/2020 20:35,android,J8738,C5432,J1397,LinkedIn
30655,11/15/2020 15:30,android,J93905,F0435,B19516,pinterest
34706,11/15/2020 16:59,android,J99604,C0142,H8603,google
