15130,11/15/2020 9:31,android,B003089,C9824,B8736,GOOGLE
11422,11/15/2020 8:08,android,B005003,G4289,J5113,GOOGLE
40398,11/15/2020 19:03,android,B005109,B4337,B30934,facebook
1465,11/15/2020 0:22,android,B01349,F3693,I3993,YOUTUBE
49504,11/15/2020 21:31,android,B016801,H7493,E4570,linkedin
7355,11/15/2020 5:07,android,B019084,F2802,H1399,google
49061,11/15/2020 21:23,android,B025444,B2802,B08106,YOUTUBE
39616,11/15/2020 18:45,android,B030983,C7920,B04035,Google
5400,11/15/2020 2:08,android,B035888,J945,B08671,facebook
10004,11/15/2020 7:25,android,B043768,C5943,B26090,facebook
16925,11/15/2020 10:05,android,B048825,B9776,I2445,Youtube
37487,11/15/2020 18:05,android,B049075,J2104,H1406,GOOGLE
12117,11/15/2020 8:27,android,B060755,I4963,H0330,Google
40769,11/15/2020 19:10,android,B063131,G6307,I3993,LinkedIn
42126,11/15/2020 19:34,android,B063907,C5916,B0726,youtube
15676,11/15/2020 9:42,android,B074513,B9456,B0379,google
48884,11/15/2020 21:20,android,B077702,F9417,B12842,Youtube
21382,11/15/2020 11:36,android,B08351,G5192,G9657,FACEBOOK
44677,11/15/2020 20:18,android,B086803,F1570,I1947,Youtube
16878,11/15/2020 10:04,android,B16291,I9320,J0897,Youtube
14375,11/15/2020 9:15,android,B28695,E9719,G2098,FACEBOOK
11384,11/15/2020 8:07,android,B38666,I3281,G3474,Youtube
6540,11/15/2020 3:33,android,B47018,G4279,H1978,FACEBOOK
37738,11/15/2020 18:08,android,B48665,H8492,B06866,YOUTUBE
4776,11/15/2020 1:39,android,B58513,F2485,D2290,FACEBOOK
37156,11/15/2020 17:59,android,B59634,I9233,B19516,GOOGLE
37078,11/15/2020 17:57,android,B60882,E6606,B18262,LinkedIn
42585,11/15/2020 19:40,android,B61038,E1014,C1672,YOUTUBE
33577,11/15/2020 16:33,android,B67749,D2906,B17025,LinkedIn
5752,11/15/2020 2:29,android,B72140,G0787,H2800,YOUTUBE
18436,11/15/2020 10:30,android,B77999,B6176,B23850,linkedin
16098,11/15/2020 9:49,android,B79150,C5934,B26865,google
24426,11/15/2020 12:52,android,B81037,C1941,I098,linkedin
25602,11/15/2020 13:26,android,B87195,G5627,B23413,google
3716,11/15/2020 1:07,android,B9329,H255,I0330,YOUTUBE
33275,11/15/2020 16:26,android,B93475,G5586,F0506,youtube
35585,11/15/2020 17:20,android,C13905,F9932,D2354,Youtube
44998,11/15/2020 20:24,android,C26384,E1985,J7618,LinkedIn
38407,11/15/2020 18:20,android,C33139,C4034,I0890,google
9903,11/15/2020 7:23,android,C35767,F6558,I9262,GOOGLE
44532,11/15/2020 20:15,android,C49729,H2359,F2723,Youtube
16538,11/15/2020 9:58,android,C51066,E322,B03311,FACEBOOK
23985,11/15/2020 12:38,android,C51400,B460,I7980,linkedin
8218,11/15/2020 6:19,android,C51467,G0204,B13066,GOOGLE
29887,11/15/2020 15:12,android,C54450,I3218,B3018,Youtube
46970,11/15/2020 20:55,android,C58824,B5532,J5847,Youtube
28502,11/15/2020 14:41,android,C61607,I8665,B26030,Google
9378,11/15/2020 7:07,android,C63268,I2876,B25578,google
41741,11/15/2020 19:28,android,C67943,B594,J0193,linkedin
48836,11/15/2020 21:20,android,C68665,I6909,B21465,linkedin
20410,11/15/2020 11:13,android,C7663,G529,C0260,linkedin
17199,11/15/2020 10:09,android,C83275,E4619,C1931,Google
37315,11/15/2020 18:02,android,C84191,I9267,E0691,Google
10776,11/15/2020 7:52,android,C84791,F1817,B10723,facebook
17353,11/15/2020 10:11,android,C88415,I0867,B0379,LinkedIn
47623,11/15/2020 21:03,android,C9068,E3900,B07782,YOUTUBE
11172,11/15/2020 8:01,android,C91339,H3300,B04487,youtube
24610,11/15/2020 12:57,android,C94140,I8880,J1656,Youtube
41590,11/15/2020 19:25,android,C96941,C2581,D5447,GOOGLE
13283,11/15/2020 8:54,android,C98769,J0128,E5613,Google
37773,11/15/2020 18:09,android,D05750,D9445,B08834,Google
17203,11/15/2020 10:09,android,D05914,B178,J9822,FACEBOOK
19911,11/15/2020 11:03,android,D15482,J1050,B21895,facebook
46947,11/15/2020 20:54,android,D19220,F5696,B05006,google
22539,11/15/2020 12:00,android,D29118,B5254,B2439,youtube
