24479,11/15/2020 12:54,android,B000450,F1681,E2809,FACEBOOK
42308,11/15/2020 19:36,android,B005985,J1596,I7438,LinkedIn
22242,11/15/2020 11:54,android,B0121,C0958,B08299,facebook
45741,11/15/2020 20:37,android,B019890,F877,E781,FACEBOOK
7808,11/15/2020 5:49,android,B02031,G5051,G4686,FACEBOOK
14309,11/15/2020 9:14,android,B030471,I1158,B26843,LinkedIn
23411,11/15/2020 12:23,android,B031560,F4191,B01742,FACEBOOK
12529,11/15/2020 8:37,android,B034477,H465,C8714,YOUTUBE
4917,11/15/2020 1:46,android,B034935,H7423,B03394,facebook
6347,11/15/2020 3:16,android,B035888,J945,B10399,FACEBOOK
39601,11/15/2020 18:45,android,B039405,F6271,E3165,Youtube
10221,11/15/2020 7:33,android,B042864,B8168,E5377,FACEBOOK
48941,11/15/2020 21:21,android,B048542,E6789,H2495,youtube
16517,11/15/2020 9:57,android,B055367,C4494,E7863,GOOGLE
30743,11/15/2020 15:31,android,B060090,J446,C4133,YOUTUBE
32870,11/15/2020 16:15,android,B063489,D9443,B00805,linkedin
47346,11/15/2020 21:00,android,B066002,G7990,B13763,FACEBOOK
30158,11/15/2020 15:18,android,B072983,B3783,I8013,youtube
13083,11/15/2020 8:50,android,B074320,C6929,G764,youtube
15291,11/15/2020 9:34,android,B08135,F2668,J0547,facebook
18355,11/15/2020 10:29,android,B082629,G681,E337,LinkedIn
9189,11/15/2020 7:01,android,B15539,B8066,I9577,Google
2430,11/15/2020 0:37,android,B17173,I4618,B17580,youtube
40546,11/15/2020 19:06,android,B22628,F3933,G7693,youtube
1740,11/15/2020 0:26,android,B32549,D8187,I7378,Youtube
39889,11/15/2020 18:52,android,B3657,J0435,B13763,youtube
34081,11/15/2020 16:44,android,B37921,I768,H9527,facebook
49547,11/15/2020 21:32,android,B41691,D0339,J2027,Google
30034,11/15/2020 15:15,android,B60939,B7291,C5346,linkedin
13994,11/15/2020 9:09,android,B6338,C0060,C5346,linkedin
46173,11/15/2020 20:44,android,B68211,C8548,E436,youtube
20494,11/15/2020 11:15,android,B80991,H0011,G6972,Youtube
32090,11/15/2020 15:57,android,B82026,E8902,H9225,LinkedIn
3351,11/15/2020 0:58,android,B88876,G2266,G0572,Youtube
24377,11/15/2020 12:51,android,B90829,E3515,F2723,google
26013,11/15/2020 13:37,android,B98550,D320,D9225,FACEBOOK
32621,11/15/2020 16:08,android,B98592,I79,B20644,YOUTUBE
20795,11/15/2020 11:22,android,C0660,C6484,I4602,FACEBOOK
28121,11/15/2020 14:30,android,C25827,F6014,B26390,GOOGLE
41612,11/15/2020 19:25,android,C30704,E1996,B13763,youtube
26770,11/15/2020 13:55,android,C36174,E3419,C4256,GOOGLE
6078,11/15/2020 2:52,android,C4528,I1498,J6832,youtube
37812,11/15/2020 18:09,android,C48926,B966,B3405,YOUTUBE
16695,11/15/2020 10:00,android,C51817,B9662,B13835,FACEBOOK
4640,11/15/2020 1:35,android,C52685,B3441,H2481,google
10902,11/15/2020 7:55,android,C63985,C4078,B23617,linkedin
48801,11/15/2020 21:19,android,C64651,F0610,C1519,linkedin
26742,11/15/2020 13:54,android,C68383,H3745,I2530,google
5795,11/15/2020 2:32,android,C71951,G1684,J1359,Google
19113,11/15/2020 10:45,android,C73584,F3423,D359,Google
19495,11/15/2020 10:54,android,C7777,H465,D8632,GOOGLE
4689,11/15/2020 1:36,android,C78374,D4470,D155,FACEBOOK
23821,11/15/2020 12:34,android,C82981,D8162,C1229,GOOGLE
25302,11/15/2020 13:17,android,C86382,D689,B13763,youtube
39108,11/15/2020 18:35,android,C89181,C9200,I3993,YOUTUBE
5026,11/15/2020 1:51,android,C90257,C3058,J0601,youtube
39144,11/15/2020 18:36,android,C9028,I7412,H1581,FACEBOOK
24575,11/15/2020 12:56,android,C91882,H1288,B5413,google
48908,11/15/2020 21:21,android,D02602,F9046,H4081,FACEBOOK
44978,11/15/2020 20:24,android,D04191,G1881,D0028,LinkedIn
43909,11/15/2020 20:02,android,D05251,G9378,C8164,Google
19237,11/15/2020 10:47,android,D08404,D4351,H292,Youtube
26341,11/15/2020 13:44,android,D0916,D6814,E6627,linkedin
34806,11/15/2020 17:02,android,D10997,D2532,E5690,linkedin
2591,11/15/2020 0:40,android,D13812,I238,F9571,google
49647,11/15/2020 21:33,android,D60089,D5034,B13763,GOOGLE
20071,11/15/2020 11:06,android,D68054,I9954,B0152,Youtube
4305,11/15/2020 1:23,android,D74459,H2644,G1238,Google
38016,11/15/2020 18:13,android,D82262,I5710,H9233,linkedin
43729,11/15/2020 19:59,android,D82878,D4257,H6717,YOUTUBE
15512,11/15/2020 9:38,android,D83383,I398,D6085,Google
22467,11/15/2020 11:59,android,D90298,C6667,B32634,google
22485,11/15/2020 11:59,android,D90298,C6667,C5162,youtube
41747,11/15/2020 19:28,android,D90845,C0419,I7438,FACEBOOK
47191,11/15/2020 20:58,android,E08160,D2011,E9435,YOUTUBE
29415,11/15/2020 15:02,android,E0842,F819,F1227,Google
41468,11/15/2020 19:23,android,E11598,I9046,D6424,YOUTUBE
20121,11/15/2020 11:07,android,E16377,H5647,D0369,Google
41729,11/15/2020 19:28,android,E16521,F3413,B13763,Youtube
4595,11/15/2020 1:33,android,E21967,F4407,D2246,FACEBOOK
39283,11/15/2020 18:39,android,E25762,J382,C4574,GOOGLE
8997,11/15/2020 6:53,android,E26279,C4252,B18262,facebook
10024,11/15/2020 7:26,android,E34849,C296,B13066,Youtube
20627,11/15/2020 11:18,android,E38585,I1084,C1137,google
47172,11/15/2020 20:57,android,E59543,G6463,J1717,GOOGLE
23582,11/15/2020 12:28,android,E61178,I3147,B14702,GOOGLE
4796,11/15/2020 1:40,android,E67020,E5458,I3993,linkedin
29257,11/15/2020 14:57,android,E70541,D5862,F085,google
23168,11/15/2020 12:16,android,E74971,B7337,B32504,FACEBOOK
45048,11/15/2020 20:25,android,E82222,D4169,B13763,facebook
2906,11/15/2020 0:47,android,E8560,I1121,E5537,google
47874,11/15/2020 21:06,android,E86549,J0350,B13763,facebook
35199,11/15/2020 17:12,android,E9237,H9549,H620,Youtube
24406,11/15/2020 12:52,android,E94946,G7641,B14412,youtube
29368,11/15/2020 15:00,android,F04225,I4342,C9141,GOOGLE
30315,11/15/2020 15:22,android,F06263,B3201,H522,Google
18873,11/15/2020 10:40,android,F12265,D5092,F7748,GOOGLE
27961,11/15/2020 14:26,android,F12588,C5834,E25,facebook
5891,11/15/2020 2:38,android,F16147,C335,E3209,google
45206,11/15/2020 20:28,android,F19876,D0,B2654,LinkedIn
6534,11/15/2020 3:32,android,F20891,E6886,F4546,linkedin
27441,11/15/2020 14:11,android,F21066,G7763,B0379,Google
10606,11/15/2020 7:46,android,F2303,B207,I3107,google
44717,11/15/2020 20:18,android,F24038,C5467,B08691,LinkedIn
28659,11/15/2020 14:44,android,F32380,F3899,B24222,GOOGLE
1953,11/15/2020 0:29,android,F3419,C4083,B0379,facebook
35681,11/15/2020 17:23,android,F42404,E4183,C1532,FACEBOOK
5414,11/15/2020 2:08,android,F48607,B752,B2568,GOOGLE
49462,11/15/2020 21:30,android,F52858,F1827,G9585,Google
29427,11/15/2020 15:02,android,F53756,G8033,C9726,youtube
16224,11/15/2020 9:51,android,F56942,D2581,C6384,google
17484,11/15/2020 10:13,android,F60481,D9177,J2298,FACEBOOK
17704,11/15/2020 10:17,android,F63245,B5497,F9787,facebook
8704,11/15/2020 6:40,android,F66461,G0672,I6831,LinkedIn
32183,11/15/2020 15:59,android,F68378,G2956,C2469,linkedin
46515,11/15/2020 20:49,android,F69960,F4262,H4902,GOOGLE
17442,11/15/2020 10:13,android,F70783,H0538,C9726,facebook
6420,11/15/2020 3:21,android,F71065,C2933,B0379,FACEBOOK
37870,11/15/2020 18:10,android,F77272,H966,B13763,linkedin
16848,11/15/2020 10:03,android,F79789,C5234,B09453,facebook
41450,11/15/2020 19:22,android,F81358,F7102,B13763,LinkedIn
25709,11/15/2020 13:28,android,F85062,D0270,B18262,Youtube
10566,11/15/2020 7:45,android,F87006,B1651,C2660,Google
33043,11/15/2020 16:20,android,F89472,C5323,B08653,linkedin
32532,11/15/2020 16:06,android,F91682,I1820,J2296,Google
43787,11/15/2020 20:00,android,F91857,B970,B03394,FACEBOOK
898,11/15/2020 0:13,android,F94497,H438,E8533,FACEBOOK
9806,11/15/2020 7:20,android,F96820,F5745,G4821,linkedin
1770,11/15/2020 0:26,android,G02980,G3890,H4477,LinkedIn
29720,11/15/2020 15:08,android,G04929,I3261,I8496,Youtube
42128,11/15/2020 19:34,android,G07345,G2174,I860,YOUTUBE
37007,11/15/2020 17:55,android,G07532,H2626,F1597,Google
27317,11/15/2020 14:08,android,G13377,D1457,J240,google
3513,11/15/2020 1:02,android,G21704,H344,F7682,FACEBOOK
6694,11/15/2020 3:54,android,G22988,I541,B05576,youtube
39180,11/15/2020 18:37,android,G24165,I14,H1304,youtube
36002,11/15/2020 17:30,android,G34693,B0050,B22236,YOUTUBE
5820,11/15/2020 2:33,android,G39844,F3085,B20608,facebook
27741,11/15/2020 14:20,android,G44950,E3183,J793,google
5291,11/15/2020 2:01,android,G57494,I9783,H8389,GOOGLE
13523,11/15/2020 8:59,android,G57726,E6268,B04673,Youtube
