B00119,858.0,I834,Apps & Games
B0014,992.0,B0083,Garden & Outdoors
B002,838.0,G751,Books
B00600,4382.0,E974,Furniture
B00688,395.0,F540,Beauty
B00696,1856.0,E244,Baby
B00759,688.0,I874,Beauty
B01856,6688.0,C475,Clothing & Accessories
B02457,448.0,E485,Collectibles
B02612,125.0,J77,Electronics
B03076,44.5,G371,Furniture
B0319,2534.0,J774,Clothing & Accessories
B03369,457.5,H071,Clothing & Accessories
B03769,2304.0,D200,Furniture
B0378,459.5,C111,Electronics
B03879,2013.0,B366,Electronics
B03983,15776.0,B0468,Computers & Accessories
B04258,224.0,E450,Furniture
B04485,5344.0,J239,Baby
B04816,2312.0,D680,Computers & Accessories
B05037,1123.0,F933,Baby
B05078,806.0,G017,Beauty
B05323,1724.5,J008,Garden & Outdoors
B05598,273.5,D914,Baby
B05671,2856.0,D680,Baby
B05828,896.0,E822,Clothing & Accessories
B05891,881.5,D399,Beauty
B05946,2275.0,I917,Garden & Outdoors
B06377,2013.0,E222,Computers & Accessories
B0679,322.5,J865,Beauty
B06854,796.5,J379,Clothing & Accessories
B07202,224.0,E411,Baby
B07464,3032.0,F403,Beauty
B07545,601.5,G323,Apps & Games
B07801,8128.0,B0099,Beauty
B07935,861.0,C874,Furniture
B07956,64192.0,G464,Apps & Games
B08299,364.0,D323,Electronics
B08325,5888.0,G337,Books
B08641,1740.5,B0538,Beauty
B08677,2307.0,E997,Clothing & Accessories
B09197,2839.5,J410,Baby
B09395,947.0,J86,Collectibles
B09638,858.0,B431,Computers & Accessories
B09743,1224.0,F734,Books
B09798,1436.5,I189,Electronics
B09893,2860.5,G939,Books
B1007,2365.0,E600,Apps & Games
B10102,384.0,G296,Electronics
B10154,4608.0,H089,Books
B1016,2099.5,C395,Electronics
B1018,858.0,B0412,Baby
B10512,3427.0,J086,Clothing & Accessories
B10626,956.5,F996,Baby
B10866,1532.5,C376,Furniture
B11097,6566.0,C25,Apps & Games
B11102,1904.0,G456,Clothing & Accessories
B1121,1149.0,H071,Electronics
B11660,6124.5,B900,Clothing & Accessories
B11774,1408.0,D992,Books
B11913,5630.0,F036,Apps & Games
B12198,192.0,G651,Clothing & Accessories
B12268,5304.0,F161,Furniture
B12449,7828.0,I410,Baby
B12541,2944.0,H92,Beauty
B12555,11808.0,C417,Clothing & Accessories
B12651,24832.0,J174,Baby
B13000,8512.0,C874,Baby
B13151,288.0,B421,Baby
B1323,7862.0,F208,Furniture
B13334,2304.0,H089,Apps & Games
B13427,160.0,J907,Beauty
B13434,302.0,E534,Clothing & Accessories
B13479,832.0,B0304,Electronics
B13501,744.0,E534,Electronics
B1353,4896.0,F25,Books
B13569,486.0,C874,Apps & Games
B13846,301.0,C829,Collectibles
B13921,2848.0,H392,Garden & Outdoors
B14123,918.5,J126,Books
B14349,10317.0,F637,Furniture
B14393,1904.0,B996,Apps & Games
B14690,1536.0,H400,Clothing & Accessories
B150,1301.0,D399,Books
B15003,1792.0,C048,Garden & Outdoors
B15148,1008.0,J789,Garden & Outdoors
B15314,313.5,B0412,Electronics
B15458,1411.0,B207,Collectibles
B15550,318.5,B262,Furniture
B1572,476.5,F973,Books
B15910,3399.5,H791,Collectibles
B16009,467.0,C13,Furniture
B16242,928.0,J025,Furniture
B16895,360.0,D800,Garden & Outdoors
B17306,4832.0,D045,Beauty
B17497,1024.0,E91,Computers & Accessories
B18628,1120.0,E452,Furniture
B18825,861.0,F426,Beauty
B19191,377.5,J489,Collectibles
B19219,633.5,H375,Garden & Outdoors
B199,588.5,C191,Garden & Outdoors
B19950,2076.5,I45,Books
B20021,1616.0,E229,Apps & Games
B20065,2876.5,H701,Clothing & Accessories
B20123,1136.0,J227,Apps & Games
B20200,1876.5,J849,Books
B20236,796.5,B0170,Garden & Outdoors
B20248,1081.5,G62,Clothing & Accessories
B20295,633.5,H791,Books
B20525,7603.0,G331,Computers & Accessories
B20579,665.5,B626,Books
B21276,100.5,B0092,Collectibles
B2134,12160.0,J113,Beauty
B21379,1725.0,F650,Baby
B2168,2112.0,E208,Books
B222,825.5,J498,Computers & Accessories
B22230,4960.0,G377,Electronics
B22477,40288.0,I052,Computers & Accessories
B2255,1644.5,F609,Clothing & Accessories
B22791,224.0,E68,Furniture
B22819,1112.5,G512,Electronics
B22883,1593.5,B0412,Collectibles
B22991,2310.0,B0089,Garden & Outdoors
B23144,1593.5,B0412,Collectibles
B23181,20176.0,C874,Beauty
