B00066,5216.0,H455,Electronics
B0009,59299.0,G005,Computers & Accessories
B00096,800.0,H948,Clothing & Accessories
B0017,3158.0,F688,Books
B00334,43789.5,F403,Computers & Accessories
B00391,556.5,J247,Books
B00851,8832.0,B617,Collectibles
B00905,614.5,C514,Apps & Games
B00915,4668.5,B447,Books
B01211,8676.5,I765,Baby
B01323,634.5,B945,Clothing & Accessories
B01339,96.0,G633,Collectibles
B01428,3072.0,E59,Electronics
B015,732.5,H881,Electronics
B01599,2937.5,E605,Books
B01697,7296.0,C874,Baby
B0182,449.5,B736,Books
B02346,10204.5,B617,Garden & Outdoors
B02352,1584.0,D685,Garden & Outdoors
B02374,10526.0,E719,Books
B02388,296.5,G648,Garden & Outdoors
B02426,188.5,C398,Baby
B02468,30387.0,F419,Electronics
B02482,1280.0,I364,Apps & Games
B026,2828.5,B846,Beauty
B03129,2688.0,C331,Electronics
B03869,316.5,H837,Apps & Games
B04750,2016.0,C874,Baby
B0533,1024.0,J868,Collectibles
B0534,320.0,E371,Apps & Games
B05621,19808.0,I052,Clothing & Accessories
B05881,2420.5,J77,Electronics
B06168,1248.0,F622,Baby
B06281,1664.0,B346,Clothing & Accessories
B06354,80.0,C593,Clothing & Accessories
B06428,29408.0,B943,Garden & Outdoors
B06440,1203.0,F107,Computers & Accessories
B06498,4444.5,C331,Furniture
B06547,1722.0,B0412,Beauty
B06686,1437.0,F081,Computers & Accessories
B07345,112.0,C231,Electronics
B07407,29145.5,C417,Furniture
B07552,1024.0,I717,Beauty
B07698,766.0,J578,Beauty
B07786,1987.0,F276,Beauty
B07883,8928.0,J494,Baby
B07886,2560.0,H312,Beauty
B07987,1699.0,D844,Computers & Accessories
B08636,608.0,D399,Baby
B08742,802.5,C159,Beauty
B08801,496.0,E371,Clothing & Accessories
B0914,220.5,I475,Garden & Outdoors
B09331,570.0,B0412,Electronics
B09646,6174.0,F036,Clothing & Accessories
B09666,1152.0,J959,Furniture
B09791,6595.0,F276,Books
B09951,377.5,C106,Electronics
B10062,576.0,C061,Books
B10101,240.0,I934,Clothing & Accessories
