B00231,1193.5,G651,Collectibles
B00678,745.5,E188,Books
B00684,39328.0,I052,Garden & Outdoors
B00933,3200.0,E153,Beauty
B01075,1724.5,G345,Baby
B01519,83.0,F838,Electronics
B02347,252.5,D833,Beauty
B02508,124.5,G379,Apps & Games
B02603,848.0,H768,Clothing & Accessories
B02677,1799.0,G073,Electronics
B02897,1059.5,F420,Collectibles
B02975,31737.5,I915,Beauty
B02985,5632.0,B923,Collectibles
B03398,3960.0,D685,Baby
B0348,409.5,J498,Books
B03670,26400.0,E646,Garden & Outdoors
B03780,8934.0,F208,Clothing & Accessories
B03908,12355.0,B554,Beauty
B03918,928.0,H121,Baby
B04103,1338.5,B945,Apps & Games
B04648,1110.5,C996,Computers & Accessories
B04810,44.5,H879,Apps & Games
B04932,1440.0,E692,Collectibles
B05271,481.0,E616,Garden & Outdoors
B05276,48305.5,B0331,Garden & Outdoors
B05284,16860.5,B485,Beauty
B05376,636.5,D934,Furniture
B05490,1792.0,B595,Books
B06085,12070.0,C162,Clothing & Accessories
B06162,1824.0,G586,Furniture
B06195,4613.5,F749,Clothing & Accessories
B0785,444.5,G676,Furniture
B07909,320.0,J362,Baby
B0804,671.0,F420,Books
B08131,12136.0,H551,Apps & Games
B08142,2720.0,G251,Apps & Games
B08211,636.5,J839,Books
B08217,569.5,C176,Apps & Games
B09070,5836.5,F036,Baby
B09147,764.5,H22,Garden & Outdoors
B09190,12800.0,J085,Furniture
B0925,208.0,H312,Books
B09260,595.5,J270,Apps & Games
B09303,1656.0,B0471,Electronics
B09691,1276.5,D581,Baby
B10125,1913.5,G498,Computers & Accessories
B10171,3072.0,D333,Clothing & Accessories
B10193,2684.5,B545,Collectibles
B10260,938.5,B155,Apps & Games
B10328,432.0,B224,Garden & Outdoors
B10461,1052.5,B0116,Apps & Games
B10782,5664.5,C098,Beauty
B10800,6368.0,G128,Garden & Outdoors
B10804,158.0,B24,Computers & Accessories
B10912,832.0,F735,Baby
B1094,9192.0,B76,Computers & Accessories
B1115,633.5,B945,Books
B11412,2966.0,J361,Baby
B11711,1020.5,G144,Computers & Accessories
B11881,7596.0,G400,Computers & Accessories
B12051,4160.0,G077,Clothing & Accessories
B12146,1626.5,C487,Baby
B12248,512.0,E62,Clothing & Accessories
B12313,412.5,H121,Baby
B12336,304.0,C366,Apps & Games
B13074,1433.5,B0338,Books
B13105,4055.0,D289,Computers & Accessories
B13221,319.5,D062,Apps & Games
B13395,172.5,J443,Beauty
B13413,2876.5,H701,Garden & Outdoors
B13712,387.0,D573,Furniture
B13815,30758.0,G878,Garden & Outdoors
B13933,4096.0,I715,Computers & Accessories
B14061,640.0,F334,Computers & Accessories
B14193,1052.5,F374,Beauty
B14513,5340.0,D804,Collectibles
B14525,4723.0,E998,Books
B14542,979.0,J270,Collectibles
B14700,331.0,E716,Clothing & Accessories
B14796,294.5,I558,Apps & Games
B15057,6055.5,B0385,Garden & Outdoors
B15354,6256.0,F036,Electronics
B15425,2563.0,I252,Garden & Outdoors
B15438,953.5,E042,Computers & Accessories
B1582,25280.0,G825,Garden & Outdoors
B16303,2483.5,B0215,Garden & Outdoors
B16427,28302.0,I067,Computers & Accessories
B16641,2400.0,G031,Clothing & Accessories
B17201,16865.0,I994,Baby
B17253,2771.0,F662,Garden & Outdoors
B17587,4761.5,F036,Apps & Games
B17783,2827.5,E654,Baby
B17865,384.0,H455,Books
B18059,825.5,H554,Computers & Accessories
B18149,44009.5,C099,Beauty
B18276,700.5,H182,Baby
B18380,7744.0,J959,Baby
B18604,3148.5,E924,Computers & Accessories
B1867,2560.0,C781,Electronics
B18998,3168.0,D034,Books
B19103,11886.0,J259,Electronics
B19190,704.0,F337,Computers & Accessories
B19223,3296.0,G762,Furniture
B19527,1094.0,J839,Apps & Games
B19539,1503.0,G547,Electronics
B19703,1248.0,G936,Clothing & Accessories
B19707,320.0,B037,Baby
B19800,2640.0,B076,Clothing & Accessories
B19986,3776.0,F276,Books
B20040,1184.0,I579,Electronics
B20107,2209.5,C651,Garden & Outdoors
B20142,8241.5,F036,Garden & Outdoors
B20375,2758.0,E605,Garden & Outdoors
B20377,2876.5,F251,Beauty
B20406,518.0,G47,Electronics
B2043,6382.5,F036,Clothing & Accessories
B2044,20489.5,B845,Furniture
B2047,1232.0,H069,Clothing & Accessories
B20533,1762.5,J74,Garden & Outdoors
B214,1440.0,D289,Electronics
B21439,640.0,B038,Garden & Outdoors
B22214,576.0,E016,Baby
B2238,1058.0,I415,Garden & Outdoors
B22566,806.0,F101,Furniture
