B00213,1312.0,D151,Baby
B00301,1916.5,D062,Furniture
B00392,188.5,J141,Clothing & Accessories
B00537,144.0,C874,Beauty
B00622,11929.5,I765,Clothing & Accessories
B00710,67782.0,E22,Collectibles
B0145,10016.0,G108,Baby
B01589,30400.0,G483,Books
B0187,1722.0,J65,Furniture
B02104,16480.0,H111,Furniture
B02353,2188.5,B946,Electronics
B02575,208.0,D999,Books
B02848,112966.0,B0331,Garden & Outdoors
B03058,432.0,E756,Electronics
B03330,11329.5,E719,Baby
B0334,889.5,C874,Collectibles
B03418,3264.0,J959,Garden & Outdoors
B03579,1849.5,H777,Baby
B03815,577.5,H376,Furniture
B04173,960.0,H351,Furniture
B04506,857.5,I131,Garden & Outdoors
B05012,2420.5,F976,Collectibles
B05293,6504.0,I064,Computers & Accessories
B05923,890.5,B945,Beauty
B06110,212.0,B494,Apps & Games
B06260,391.0,C491,Furniture
B06381,1900.5,D404,Apps & Games
B06424,4512.0,B845,Electronics
B06541,907.0,J660,Collectibles
B06859,2310.0,C874,Computers & Accessories
B06916,281.5,E252,Electronics
B070,1244.5,G186,Clothing & Accessories
B07270,1488.0,D434,Baby
B07286,2496.0,J271,Collectibles
B07329,473.5,J498,Baby
B07367,1252.5,I069,Garden & Outdoors
B07709,988.0,G62,Beauty
B07724,1372.5,F251,Clothing & Accessories
B08170,889.5,H923,Collectibles
B08339,2880.0,C932,Computers & Accessories
B08705,26464.0,D642,Collectibles
B08708,3358.5,D766,Furniture
B08768,14878.0,C099,Collectibles
B08951,803.5,J051,Electronics
B0906,12017.5,E719,Garden & Outdoors
B09115,326.0,F736,Collectibles
B09209,348.5,F566,Apps & Games
B09428,1428.0,G667,Books
B09512,544.0,C642,Garden & Outdoors
B10043,928.0,F622,Baby
B10109,96.0,H455,Baby
B1019,8640.0,H250,Electronics
B10307,8960.0,E250,Beauty
B10807,3040.0,I879,Clothing & Accessories
B11327,43.0,D844,Collectibles
B11622,8000.0,C874,Books
B11703,731.5,A,Books
B11716,1241.5,G360,Furniture
B11720,1113.5,I023,Apps & Games
B11886,3251.0,J286,Garden & Outdoors
B11905,57.5,C874,Furniture
B12407,591.0,C159,Computers & Accessories
B12533,412.5,E824,Beauty
B1255,1248.0,H284,Furniture
B12552,758.0,H351,Computers & Accessories
B12570,45760.0,H455,Baby
B12754,1072.0,G575,Furniture
B12781,4569.5,J427,Apps & Games
B12906,4096.0,G366,Apps & Games
B12939,380.5,I411,Furniture
B1295,8454.5,J896,Furniture
B13120,2352.0,E055,Electronics
B13650,1049.5,B945,Collectibles
B1370,1161.5,D062,Apps & Games
B13755,272.0,D782,Baby
B13784,2438.0,E967,Electronics
B14140,3617.5,F036,Electronics
B14259,988.5,D934,Apps & Games
B14329,1033.5,F897,Clothing & Accessories
B14361,5232.5,C099,Furniture
B14473,2592.0,F312,Books
B14925,230.0,G116,Baby
B1517,2502.0,D021,Beauty
