B00420,134.0,G379,Clothing & Accessories
B00703,4297.5,J234,Electronics
B01489,6528.0,D04,Clothing & Accessories
B01604,198.0,G077,Beauty
B01781,1408.0,D248,Collectibles
B01833,377.5,F45,Beauty
B01970,4672.0,B76,Electronics
B01992,4032.0,F590,Collectibles
B02048,678.0,B762,Beauty
B0213,744.5,F622,Collectibles
B02245,4448.0,C417,Furniture
B02527,1817.5,B231,Baby
B02594,492.5,J799,Computers & Accessories
B02656,320.0,D604,Furniture
B02736,1411.0,D615,Computers & Accessories
B02941,137.5,J3,Computers & Accessories
B03045,1993.5,B231,Garden & Outdoors
B03671,1035.5,C065,Collectibles
B03756,2233.5,H791,Books
B05142,28641.5,B76,Furniture
B05191,793.5,D925,Apps & Games
B05534,1126.0,E084,Collectibles
B05744,3200.0,D805,Collectibles
B05799,3225.5,E719,Beauty
B05885,1568.0,D373,Apps & Games
B06379,12443.5,G239,Furniture
B06458,3184.0,G077,Clothing & Accessories
B06566,6687.0,B405,Clothing & Accessories
B06604,5785.5,I44,Computers & Accessories
B06963,832.0,F222,Collectibles
B07273,11808.0,B0111,Furniture
B07306,348.5,C642,Computers & Accessories
B07663,5568.0,F282,Clothing & Accessories
B07859,156.5,D055,Garden & Outdoors
B08103,1724.5,F609,Furniture
B0811,425.5,E371,Books
B08189,2560.5,J77,Computers & Accessories
B08366,2298.0,G786,Baby
B09215,1209.5,C839,Computers & Accessories
B09256,5088.0,G141,Furniture
B09304,1593.5,H558,Garden & Outdoors
B0942,2297.5,I121,Electronics
B0951,2822.0,B647,Garden & Outdoors
B09533,704.0,B485,Garden & Outdoors
B09706,1740.0,J86,Electronics
B10309,473.5,E660,Computers & Accessories
B10795,1832.5,B003,Collectibles
B108,1072.0,B142,Beauty
B11340,4448.0,J809,Clothing & Accessories
B1136,1692.5,C189,Collectibles
B11380,14400.0,B617,Electronics
B11536,2112.0,B0556,Garden & Outdoors
B11671,1104.0,B076,Baby
B11781,640.0,D173,Computers & Accessories
B12303,2160.0,J181,Computers & Accessories
B1245,12240.0,B0375,Apps & Games
B12505,1296.0,G980,Garden & Outdoors
B12803,1555.0,B0293,Collectibles
B12848,508.5,C466,Electronics
B12917,7456.0,C497,Books
B13465,101.0,J110,Garden & Outdoors
B13538,1276.5,F251,Furniture
B13962,23552.0,F403,Beauty
B13969,1421.0,H049,Electronics
B14073,2029.0,B0215,Apps & Games
B14178,979.0,J227,Garden & Outdoors
B14249,1239.0,B923,Electronics
B14536,3715.0,C690,Electronics
B14584,848.0,E423,Clothing & Accessories
B14587,714.0,H093,Baby
B14631,2528.0,D810,Clothing & Accessories
B14648,4241.5,D053,Books
B14752,5440.0,J959,Clothing & Accessories
B14778,2246.0,H064,Clothing & Accessories
B14908,761.5,J498,Furniture
B14976,3840.0,J882,Books
B15407,636.5,E036,Beauty
B15448,636.5,B733,Collectibles
B15536,1354.5,I131,Garden & Outdoors
B15710,384.0,F943,Books
B15747,1789.0,G295,Computers & Accessories
B1583,2298.0,I411,Garden & Outdoors
B16016,2188.5,H455,Collectibles
B1659,378.0,C111,Clothing & Accessories
B17095,11980.5,E719,Collectibles
B17437,357.0,C874,Garden & Outdoors
B17768,3672.0,I700,Apps & Games
B18043,1453.0,D32,Books
B18103,4784.0,J061,Garden & Outdoors
B18221,3488.0,C489,Apps & Games
B18225,14824.0,G601,Furniture
B18303,952.0,E425,Clothing & Accessories
B18560,60.5,J07,Beauty
B18606,21075.0,D184,Books
B18701,2888.0,C874,Clothing & Accessories
B18706,1568.0,J041,Apps & Games
B18774,1088.0,D112,Clothing & Accessories
B18932,1248.0,C874,Apps & Games
B19296,10896.0,I064,Electronics
B19583,528.0,C616,Apps & Games
B19685,12480.0,C931,Garden & Outdoors
B19784,14368.0,B0248,Baby
