B00162,188.5,H03,Books
B00322,1267.0,B0127,Garden & Outdoors
B00554,57600.0,H551,Apps & Games
B01017,2714.5,J234,Furniture
B0120,256.0,J872,Electronics
B01327,9920.0,G108,Beauty
B01389,3128.0,J789,Baby
B01509,3520.0,D021,Beauty
B01925,1584.0,I990,Beauty
B02137,619.0,G01,Collectibles
B02393,14144.0,J015,Baby
B02680,4668.5,F411,Electronics
B02837,2784.0,J041,Beauty
B03047,1088.0,E19,Books
B03119,3657.5,C417,Baby
B03305,1354.5,H632,Collectibles
B0342,1273.5,H352,Books
B03933,96.0,D674,Apps & Games
B0394,93024.0,F613,Electronics
B04057,256.0,F989,Furniture
B04211,448.0,C106,Books
B04221,598.0,D799,Apps & Games
B04401,364.5,E064,Books
B04427,380.5,H238,Baby
B04527,1072.5,J545,Books
B0460,7040.0,E559,Collectibles
B04731,224.0,G359,Baby
B04809,2851.0,F317,Garden & Outdoors
B04836,208.0,H885,Books
B05046,525.0,G648,Collectibles
B05077,630.0,E371,Beauty
B05222,21331.5,I310,Books
B05264,796.5,F609,Apps & Games
B05653,675.5,G978,Furniture
B05852,1273.5,B125,Garden & Outdoors
B06251,348.0,G192,Books
B0629,98.5,J514,Collectibles
B0659,2976.0,G367,Computers & Accessories
B06633,5728.0,G128,Books
B06914,1760.0,J959,Beauty
B06926,1040.0,F609,Computers & Accessories
B06979,4000.0,J344,Clothing & Accessories
B07079,10528.0,E646,Electronics
B07454,1248.0,D399,Garden & Outdoors
B07584,828.5,E660,Collectibles
B08689,9312.0,J38,Clothing & Accessories
B08724,39827.0,G077,Beauty
B08948,1408.0,F249,Clothing & Accessories
B09169,371.0,H013,Electronics
B09347,3769.5,C874,Furniture
B10007,1382.0,C297,Apps & Games
B10013,10390.0,J541,Collectibles
B10241,1600.0,H351,Electronics
B10361,28188.0,D184,Apps & Games
B10420,398.5,B630,Electronics
B10552,6304.0,J959,Beauty
B11011,12240.0,E15,Apps & Games
B1123,2553.5,H791,Collectibles
B11353,316.5,G605,Clothing & Accessories
B11540,385.5,B24,Baby
B11562,1052.5,E337,Apps & Games
B11802,2233.5,H923,Beauty
B11908,15721.5,I765,Clothing & Accessories
B12172,2208.0,E986,Clothing & Accessories
B12364,6048.0,G367,Garden & Outdoors
